ID,Title,Price,Miles,Location,Market Price
a898,2019 Volkswagen Golf R AWD,32955,34071,"Fox Lake, IL",$5628 below market
a899,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,63865,10945,"Plymouth, WI",$12419 below market
a900,2013 Honda Odyssey EX-L FWD,7499,169189,"Milwaukee, WI",$3679 below market
a901,2010 MINI Cooper Base Convertible,5995,94359,"Milwaukee, WI",$2945 below market
a902,2018 RAM 1500 Express Crew Cab 4WD,15995,149988,"Milwaukee, WI",$4738 below market
a903,2012 Chevrolet Avalanche LTZ 4WD,10995,134618,"Trevor, WI",$6150 below market
a904,2013 Ford Escape SE AWD,6998,111077,"Milwaukee, WI",$3525 below market
a905,2019 Chevrolet Blazer 3LT AWD,26184,42181,"Milwaukee, WI",$5836 below market
a906,2008 Porsche Cayenne Turbo AWD,9995,118453,"Darien, WI",$6088 below market
a907,2016 Hyundai Veloster Turbo FWD,14395,42120,"Milwaukee, WI",$3502 below market
a908,2018 Lincoln MKX Reserve AWD,23000,50624,"Waukegan, IL",$5709 below market
a909,2017 Chevrolet Bolt EV LT FWD,16995,19441,"Kenosha, WI",$3911 below market
a910,2020 Chevrolet Colorado Z71 Crew Cab 4WD,29990,42778,"Mt Pleasant, WI",$4529 below market
a911,2015 Honda Fit EX-L with Navi,10977,102339,"Jefferson, WI",$3004 below market
a912,2020 GMC Savana Cargo 2500 Extended RWD,39310,34279,"Plymouth, WI",$7531 below market
a913,2013 Mercedes-Benz M-Class ML 350 BlueTEC 4MATIC,17990,70818,"Milwaukee, WI",$1090 below market
a914,2022 Jeep Renegade Limited 4WD,27600,9243,"Gurnee, IL",$1043 below market
a915,2021 GMC Terrain SLT AWD,28800,24929,"Beaver Dam, WI",$2145 below market
a916,2021 Jeep Grand Cherokee Laredo X RWD,27507,35173,"Gurnee, IL",$5382 below market
a917,2015 Chevrolet Camaro 2SS Convertible RWD,27999,39350,"Saukville, WI",$2487 below market
a918,2021 Chevrolet Silverado 1500 LT Trail Boss Crew Cab 4WD,45993,22359,"Cedarburg, WI",$2748 below market
a919,2022 Chevrolet Express Chassis 3500 Cutaway 177,49900,7621,"Cedarburg, WI",$4248 below market
a920,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,50744,12165,"Cedarburg, WI",$3037 below market
a921,2021 Volkswagen Tiguan SE 4Motion,26713,22075,"Milwaukee, WI",$2034 below market
a922,2021 Volkswagen Atlas V6 SE R-Line 4Motion with Technology,35288,42879,"Milwaukee, WI",$1715 below market
a923,2022 Volkswagen ID.4 Pro S RWD,34955,3794,"Milwaukee, WI",$2871 below market
a924,2023 Volkswagen Golf R 2.0T 4Motion AWD,50725,1916,"Milwaukee, WI",$3623 below market
a925,2020 Porsche Taycan Turbo AWD,93988,32700,"Milwaukee, WI",$8725 below market
a926,2020 Kia Optima SE FWD,19999,30085,"Waukegan, IL",$2662 below market
a927,2022 Toyota Camry Hybrid LE FWD,29999,27055,"Waukegan, IL",$1926 below market
a928,2021 Cadillac XT4 Sport AWD,34999,17477,"Saukville, WI",$3290 below market
a929,2021 Honda Accord Hybrid Touring FWD,30500,24401,"Gurnee, IL",$3262 below market
a930,2016 Nissan Rogue S FWD,9990,101100,"Gurnee, IL",$3097 below market
a931,2022 RAM 2500 Tradesman Crew Cab LB 4WD,44963,15421,"Kenosha, WI",$4937 below market
a932,2021 Toyota Highlander XLE AWD,38726,24975,"Fox Lake, IL",$1232 below market
a933,2022 BMW X7 xDrive40i AWD,73301,23501,"Milwaukee, WI",$2721 below market
a934,2018 Hyundai Tucson 1.6T Limited AWD,23900,27090,"Gurnee, IL",$1178 below market
a935,2021 Jeep Grand Cherokee Laredo X RWD,27507,35173,"Gurnee, IL",$5382 below market
a936,2015 Chevrolet Camaro 2SS Convertible RWD,27999,39350,"Saukville, WI",$2487 below market
a937,2021 Chevrolet Silverado 1500 LT Trail Boss Crew Cab 4WD,45993,22359,"Cedarburg, WI",$2748 below market
a938,2022 Chevrolet Express Chassis 3500 Cutaway 177,49900,7621,"Cedarburg, WI",$4248 below market
a939,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,50744,12165,"Cedarburg, WI",$3037 below market
a940,2021 Volkswagen Tiguan SE 4Motion,26713,22075,"Milwaukee, WI",$2034 below market
a941,2021 Volkswagen Atlas V6 SE R-Line 4Motion with Technology,35288,42879,"Milwaukee, WI",$1715 below market
a942,2022 Volkswagen ID.4 Pro S RWD,34955,3794,"Milwaukee, WI",$2871 below market
a943,2023 Volkswagen Golf R 2.0T 4Motion AWD,50725,1916,"Milwaukee, WI",$3623 below market
a944,2020 Porsche Taycan Turbo AWD,93988,32700,"Milwaukee, WI",$8725 below market
a945,2020 Kia Optima SE FWD,19999,30085,"Waukegan, IL",$2662 below market
a946,2022 Toyota Camry Hybrid LE FWD,29999,27055,"Waukegan, IL",$1926 below market
a947,2021 Cadillac XT4 Sport AWD,34999,17477,"Saukville, WI",$3290 below market
a948,2021 Honda Accord Hybrid Touring FWD,30500,24401,"Gurnee, IL",$3262 below market
a949,2016 Nissan Rogue S FWD,9990,101100,"Gurnee, IL",$3097 below market
a950,2018 Honda CR-V EX AWD,25000,43805,"Lake Geneva, WI",$910 below market
a951,2014 Mercedes-Benz Sprinter Cargo 2500 144 WB RWD,21997,146953,"Milwaukee, WI",$1535 below market
a952,2018 Ford Explorer Sport AWD,24102,104795,"Waukesha, WI",$364 below market
a953,2021 Chevrolet Express Cargo 3500 Extended RWD,39000,47245,"Plymouth, WI",$1349 below market
a954,2016 Ford F-150 XLT SuperCrew 4WD,23999,91455,"Random Lake, WI",$2500 below market
a955,2022 Chevrolet Equinox LT FWD with 1LT,25500,11885,"Waukesha, WI",$1720 below market
a956,2022 Ford F-150 XLT SuperCrew 4WD,44995,23202,"Plymouth, WI",$4813 below market
a957,2021 Ford F-150 XLT SuperCrew 4WD,40995,12652,"Plymouth, WI",$3773 below market
a958,2017 Jeep Wrangler Unlimited Sport 4WD,28264,29282,"Greenfield, WI",$2328 below market
a959,2007 Chevrolet Silverado 1500 1LT Extended Cab 4WD,4500,201000,"Jackson, WI",$2231 below market
a960,2021 Jeep Grand Cherokee L Summit Reserve 4WD,47999,32695,"West Allis, WI",$3854 below market
a961,2020 Ford Ranger XL SuperCab 4WD,19580,133189,"Watertown, WI",$2291 below market
a962,2020 Chevrolet Equinox 2.0T LT AWD,21895,40548,"Milwaukee, WI",$2144 below market
a963,2018 Chevrolet Camaro 1LT Coupe RWD,23395,47519,"Milwaukee, WI",$2160 below market
a964,2022 Ford Bronco Outer Banks Advanced 4-Door 4WD,56900,14446,"West Bend, WI",$5246 below market
a965,2020 Ford F-150 XLT SuperCrew 4WD,29789,67136,"Gurnee, IL",$4872 below market
a966,2018 Ford Escape SEL AWD,16899,63169,"Gurnee, IL",$2596 below market
a967,2022 GMC Terrain SLE AWD,27000,7826,"Plymouth, WI",$3568 below market
a968,2022 GMC Terrain SLE AWD,27000,19214,"Plymouth, WI",$2606 below market
a969,2019 Subaru Outback 2.5i Premium AWD,21300,76088,"Milwaukee, WI",$1362 below market
a970,2016 Acura RDX AWD,20987,64809,"Fox Lake, IL",$943 below market
a971,2022 GMC Sierra 1500 AT4 Crew Cab 4WD,60985,16329,"Milwaukee, WI",$2572 below market
a972,2019 Honda HR-V LX AWD,20595,51890,"Milwaukee, WI",$903 below market
a973,2016 Ford F-150 XLT SuperCrew 4WD,23999,91455,"Random Lake, WI",$2500 below market
a974,2022 Chevrolet Equinox LT FWD with 1LT,25500,11885,"Waukesha, WI",$1720 below market
a975,2022 Ford F-150 XLT SuperCrew 4WD,44995,23202,"Plymouth, WI",$4813 below market
a976,2021 Ford F-150 XLT SuperCrew 4WD,40995,12652,"Plymouth, WI",$3773 below market
a977,2017 Jeep Wrangler Unlimited Sport 4WD,28264,29282,"Greenfield, WI",$2328 below market
a978,2007 Chevrolet Silverado 1500 1LT Extended Cab 4WD,4500,201000,"Jackson, WI",$2231 below market
a979,2021 Jeep Grand Cherokee L Summit Reserve 4WD,47999,32695,"West Allis, WI",$3854 below market
a980,2020 Ford Ranger XL SuperCab 4WD,19580,133189,"Watertown, WI",$2291 below market
a981,2020 Chevrolet Equinox 2.0T LT AWD,21895,40548,"Milwaukee, WI",$2144 below market
a982,2018 Chevrolet Camaro 1LT Coupe RWD,23395,47519,"Milwaukee, WI",$2160 below market
a983,2022 Ford Bronco Outer Banks Advanced 4-Door 4WD,56900,14446,"West Bend, WI",$5246 below market
a984,2020 Ford F-150 XLT SuperCrew 4WD,29789,67136,"Gurnee, IL",$4872 below market
a985,2018 Ford Escape SEL AWD,16899,63169,"Gurnee, IL",$2596 below market
a986,2022 GMC Terrain SLE AWD,27000,7826,"Plymouth, WI",$3568 below market
a987,2022 GMC Terrain SLE AWD,27000,19214,"Plymouth, WI",$2606 below market
a988,2016 GMC Terrain SLE2 AWD,14990,74712,"Brookfield, WI",$1596 below market
a989,2015 Hyundai Santa Fe GLS AWD,10000,159491,"West Allis, WI",$1091 below market
a990,2019 Chevrolet Blazer 2LT AWD,28895,28887,"Racine, WI",$1390 below market
a991,2019 Jeep Grand Cherokee Limited 4WD,27500,63854,"Plymouth, WI",$1652 below market
a992,2021 Jeep Grand Cherokee Laredo X RWD,27507,35173,"Gurnee, IL",$5382 below market
a993,2015 Chevrolet Camaro 2SS Convertible RWD,27999,39350,"Saukville, WI",$2487 below market
a994,2021 Chevrolet Silverado 1500 LT Trail Boss Crew Cab 4WD,45993,22359,"Cedarburg, WI",$2748 below market
a995,2022 Chevrolet Express Chassis 3500 Cutaway 177,49900,7621,"Cedarburg, WI",$4248 below market
a996,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,50744,12165,"Cedarburg, WI",$3037 below market
a997,2021 Volkswagen Tiguan SE 4Motion,26713,22075,"Milwaukee, WI",$2034 below market
a998,2021 Volkswagen Atlas V6 SE R-Line 4Motion with Technology,35288,42879,"Milwaukee, WI",$1715 below market
a999,2022 Volkswagen ID.4 Pro S RWD,34955,3794,"Milwaukee, WI",$2871 below market
a1000,2023 Volkswagen Golf R 2.0T 4Motion AWD,50725,1916,"Milwaukee, WI",$3623 below market
a1001,2020 Porsche Taycan Turbo AWD,93988,32700,"Milwaukee, WI",$8725 below market
a1002,2020 Kia Optima SE FWD,19999,30085,"Waukegan, IL",$2662 below market
a1003,2022 Toyota Camry Hybrid LE FWD,29999,27055,"Waukegan, IL",$1926 below market
a1004,2021 Cadillac XT4 Sport AWD,34999,17477,"Saukville, WI",$3290 below market
a1005,2021 Honda Accord Hybrid Touring FWD,30500,24401,"Gurnee, IL",$3262 below market
a1006,2016 Nissan Rogue S FWD,9990,101100,"Gurnee, IL",$3097 below market
a1007,2022 RAM 1500 Big Horn Crew Cab 4WD,45559,4288,"Waukesha, WI",$2491 below market
a1008,2022 Toyota Corolla Hybrid LE FWD,25991,34915,"Fox Lake, IL",$893 below market
a1009,2021 Chevrolet Silverado 1500 RST Crew Cab 4WD,47790,22490,"Burlington, WI",$1675 above market
a1010,2012 Honda CR-V EX-L AWD,13119,137774,"West Bend, WI",$427 below market
a1011,2004 Cadillac XLR RWD,20499,49495,"Brown Deer, WI",$4116 below market
a1012,2017 RAM 3500 Laramie Crew Cab LB DRW 4WD,48951,87237,"Milwaukee, WI",$3663 below market
a1013,2010 MINI Cooper Base Convertible,5995,94359,"Milwaukee, WI",$2945 below market
a1014,2018 Ford Escape S FWD,14995,73707,"Plymouth, WI",$1562 below market
a1015,2021 Ford F-150 XLT SuperCrew 4WD,40995,12652,"Plymouth, WI",$3773 below market
a1016,2021 Honda Passport Elite AWD,37585,13332,"Milwaukee, WI",$2187 below market
a1017,2021 BMW X3 xDrive30e AWD,41965,15637,"Milwaukee, WI",$2672 below market
a1018,2020 Ford Ranger XL SuperCab 4WD,19580,133189,"Watertown, WI",$2291 below market
a1019,2019 Ford Escape SE AWD,20455,36178,"Kenosha, WI",$1698 below market
a1020,2017 Jeep Wrangler Unlimited Sport 4WD,28264,29282,"Greenfield, WI",$2328 below market
a1021,2021 Volkswagen Jetta S FWD,18500,41000,"Oostburg, WI",$1613 below market
a1022,2019 Mercedes-Benz C-Class C 300 4MATIC AWD,28990,27213,"Oconomowoc, WI",$2571 below market
a1023,2015 Chevrolet Camaro 2SS Convertible RWD,27999,39350,"Saukville, WI",$2487 below market
a1024,2021 Cadillac XT4 Sport AWD,34999,17477,"Saukville, WI",$3290 below market
a1025,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,40999,3723,"Saukville, WI",$4665 below market
a1026,2021 Chevrolet Colorado Z71 Crew Cab 4WD,39990,13462,"Burlington, WI",$732 above market
a1027,2023 Jeep Grand Cherokee L Limited 4WD,48303,5655,"Milwaukee, WI",$1106 below market
a1028,2022 Ford Escape SEL AWD,31800,1687,"Beaver Dam, WI",$3987 below market
a1029,2022 Mercedes-Benz GLE-Class GLE 350 Crossover RWD,49999,20788,"Milwaukee, WI",$7498 below market
a1030,2017 Chevrolet Sonic Premier Sedan FWD,7950,83829,"Salem, WI",$4331 below market
a1031,2019 Volkswagen Golf R AWD,32955,34071,"Fox Lake, IL",$5628 below market
a1032,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,63865,10945,"Plymouth, WI",$12419 below market
a1033,2013 Honda Odyssey EX-L FWD,7499,169189,"Milwaukee, WI",$3679 below market
a1034,2010 MINI Cooper Base Convertible,5995,94359,"Milwaukee, WI",$2945 below market
a1035,2018 RAM 1500 Express Crew Cab 4WD,15995,149988,"Milwaukee, WI",$4738 below market
a1036,2012 Chevrolet Avalanche LTZ 4WD,10995,134618,"Trevor, WI",$6150 below market
a1037,2013 Ford Escape SE AWD,6998,111077,"Milwaukee, WI",$3525 below market
a1038,2019 Chevrolet Blazer 3LT AWD,26184,42181,"Milwaukee, WI",$5836 below market
a1039,2008 Porsche Cayenne Turbo AWD,9995,118453,"Darien, WI",$6088 below market
a1040,2016 Hyundai Veloster Turbo FWD,14395,42120,"Milwaukee, WI",$3502 below market
a1041,2018 Lincoln MKX Reserve AWD,23000,50624,"Waukegan, IL",$5709 below market
a1042,2017 Chevrolet Bolt EV LT FWD,16995,19441,"Kenosha, WI",$3911 below market
a1043,2020 Chevrolet Colorado Z71 Crew Cab 4WD,29990,42778,"Mt Pleasant, WI",$4529 below market
a1044,2015 Honda Fit EX-L with Navi,10977,102339,"Jefferson, WI",$3004 below market
a1045,2021 Lexus RC 350 RWD,38999,32439,"Milwaukee, WI",$664 below market
a1046,2020 Mercedes-Benz Sprinter 3500 XD 170 V6 High Roof Crew Van RWD,49499,74181,"Waukesha, WI",$19801 below market
a1047,2020 Ford F-150 XLT SuperCrew 4WD,31499,81629,"Random Lake, WI",$2289 below market
a1048,2021 Ford F-150 XLT SuperCrew 4WD,44239,44383,"Milwaukee, WI",$521 below market
a1049,2020 Ford F-150 XLT SuperCrew 4WD,29789,67136,"Gurnee, IL",$4872 below market
a1050,2015 Chevrolet Camaro 2SS Convertible RWD,27999,39350,"Saukville, WI",$2487 below market
a1051,2021 Chevrolet Silverado 1500 LT Trail Boss Crew Cab 4WD,45993,22359,"Cedarburg, WI",$2748 below market
a1052,2022 Chevrolet Express Chassis 3500 Cutaway 177,49900,7621,"Cedarburg, WI",$4248 below market
a1053,2021 Volkswagen Tiguan SE 4Motion,26713,22075,"Milwaukee, WI",$2034 below market
a1054,2022 GMC Terrain SLE AWD,27000,19214,"Plymouth, WI",$2606 below market
a1055,2020 Ford F-250 Super Duty Lariat Crew Cab LB 4WD,61103,50774,"Plymouth, WI",$4804 below market
a1056,2021 Jeep Grand Cherokee L Overland 4WD,49179,23566,"Plymouth, WI",$3478 below market
a1057,2013 RAM 1500 Express Crew Cab 4WD,18400,86082,"Plymouth, WI",$2485 below market
a1058,2015 RAM 1500 Laramie Longhorn Crew Cab 4WD,25292,99786,"Plymouth, WI",$2479 below market
a1059,2020 RAM 1500 Limited Crew Cab 4WD,45228,60517,"Plymouth, WI",$2909 below market
a1060,2022 Mercedes-Benz GLC-Class GLC 300 4MATIC SUV AWD,39999,6356,"Milwaukee, WI",$5986 below market
a1061,2019 Lexus RX Hybrid 450h AWD,42066,38079,"Milwaukee, WI",$2306 below market
a1062,2022 Lexus RX Hybrid 450h AWD,56448,1642,"Milwaukee, WI",$2638 below market
a1063,2012 Chevrolet Impala LT Fleet FWD,6495,148288,"Fort Atkinson, WI",$1583 below market
a1064,2012 Mitsubishi Eclipse GS Sport,7359,80738,"West Bend, WI",$1929 below market
a1065,2022 Jeep Compass Latitude 4WD,26726,16547,"Fox Lake, IL",$1557 below market
a1066,2020 RAM 1500 Lone Star Crew Cab LB 4WD,36990,94480,"Fox Lake, IL",$1652 above market
a1067,2021 Chrysler Pacifica Hybrid Limited FWD,39800,26215,"Beaver Dam, WI",$808 below market
a1068,2004 Cadillac XLR RWD,20499,49495,"Brown Deer, WI",$4116 below market
a1069,2017 RAM 3500 Laramie Crew Cab LB DRW 4WD,48951,87237,"Milwaukee, WI",$3663 below market
a1070,2010 MINI Cooper Base Convertible,5995,94359,"Milwaukee, WI",$2945 below market
a1071,2018 Ford Escape S FWD,14995,73707,"Plymouth, WI",$1562 below market
a1072,2021 Ford F-150 XLT SuperCrew 4WD,40995,12652,"Plymouth, WI",$3773 below market
a1073,2021 Honda Passport Elite AWD,37585,13332,"Milwaukee, WI",$2187 below market
a1074,2021 BMW X3 xDrive30e AWD,41965,15637,"Milwaukee, WI",$2672 below market
a1075,2020 Ford Ranger XL SuperCab 4WD,19580,133189,"Watertown, WI",$2291 below market
a1076,2019 Ford Escape SE AWD,20455,36178,"Kenosha, WI",$1698 below market
a1077,2017 Jeep Wrangler Unlimited Sport 4WD,28264,29282,"Greenfield, WI",$2328 below market
a1078,2021 Volkswagen Jetta S FWD,18500,41000,"Oostburg, WI",$1613 below market
a1079,2019 Mercedes-Benz C-Class C 300 4MATIC AWD,28990,27213,"Oconomowoc, WI",$2571 below market
a1080,2015 Chevrolet Camaro 2SS Convertible RWD,27999,39350,"Saukville, WI",$2487 below market
a1081,2021 Cadillac XT4 Sport AWD,34999,17477,"Saukville, WI",$3290 below market
a1082,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,40999,3723,"Saukville, WI",$4665 below market
a1083,2016 Ford F-350 Super Duty Chassis,42999,47584,"West Bend, WI",$3589 above market
a1084,2020 Jeep Grand Cherokee Limited X 4WD,35476,35692,"Milwaukee, WI",$1234 below market
a1085,2022 Chevrolet Equinox LT FWD with 1LT,25500,11885,"Waukesha, WI",$1720 below market
a1086,2021 Lexus RX 350 F Sport AWD,47411,37962,"Milwaukee, WI",$1225 below market
a1087,2017 Chevrolet Sonic Premier Sedan FWD,7950,83829,"Salem, WI",$4331 below market
a1088,2019 Volkswagen Golf R AWD,32955,34071,"Fox Lake, IL",$5628 below market
a1089,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,63865,10945,"Plymouth, WI",$12419 below market
a1090,2013 Honda Odyssey EX-L FWD,7499,169189,"Milwaukee, WI",$3679 below market
a1091,2010 MINI Cooper Base Convertible,5995,94359,"Milwaukee, WI",$2945 below market
a1092,2018 RAM 1500 Express Crew Cab 4WD,15995,149988,"Milwaukee, WI",$4738 below market
a1093,2012 Chevrolet Avalanche LTZ 4WD,10995,134618,"Trevor, WI",$6150 below market
a1094,2013 Ford Escape SE AWD,6998,111077,"Milwaukee, WI",$3525 below market
a1095,2019 Chevrolet Blazer 3LT AWD,26184,42181,"Milwaukee, WI",$5836 below market
a1096,2008 Porsche Cayenne Turbo AWD,9995,118453,"Darien, WI",$6088 below market
a1097,2016 Hyundai Veloster Turbo FWD,14395,42120,"Milwaukee, WI",$3502 below market
a1098,2018 Lincoln MKX Reserve AWD,23000,50624,"Waukegan, IL",$5709 below market
a1099,2017 Chevrolet Bolt EV LT FWD,16995,19441,"Kenosha, WI",$3911 below market
a1100,2020 Chevrolet Colorado Z71 Crew Cab 4WD,29990,42778,"Mt Pleasant, WI",$4529 below market
a1101,2015 Honda Fit EX-L with Navi,10977,102339,"Jefferson, WI",$3004 below market
a1102,2018 Ford Taurus SEL AWD,21480,40210,"Oconomowoc, WI",$996 below market
a1103,2021 Lexus RX 350 AWD,44679,23671,"Milwaukee, WI",$1837 below market
a1104,2018 Subaru WRX Limited,23995,72813,"Plymouth, WI",$566 below market
a1105,2018 Jeep Wrangler Unlimited Rubicon 4WD,44000,23730,"Beaver Dam, WI",$896 below market
a1106,2020 Ford F-150 XLT SuperCrew 4WD,29789,67136,"Gurnee, IL",$4872 below market
a1107,2015 Chevrolet Camaro 2SS Convertible RWD,27999,39350,"Saukville, WI",$2487 below market
a1108,2021 Chevrolet Silverado 1500 LT Trail Boss Crew Cab 4WD,45993,22359,"Cedarburg, WI",$2748 below market
a1109,2022 Chevrolet Express Chassis 3500 Cutaway 177,49900,7621,"Cedarburg, WI",$4248 below market
a1110,2021 Volkswagen Tiguan SE 4Motion,26713,22075,"Milwaukee, WI",$2034 below market
a1111,2022 GMC Terrain SLE AWD,27000,19214,"Plymouth, WI",$2606 below market
a1112,2020 Ford F-250 Super Duty Lariat Crew Cab LB 4WD,61103,50774,"Plymouth, WI",$4804 below market
a1113,2021 Jeep Grand Cherokee L Overland 4WD,49179,23566,"Plymouth, WI",$3478 below market
a1114,2013 RAM 1500 Express Crew Cab 4WD,18400,86082,"Plymouth, WI",$2485 below market
a1115,2015 RAM 1500 Laramie Longhorn Crew Cab 4WD,25292,99786,"Plymouth, WI",$2479 below market
a1116,2020 RAM 1500 Limited Crew Cab 4WD,45228,60517,"Plymouth, WI",$2909 below market
a1117,2022 Mercedes-Benz GLC-Class GLC 300 4MATIC SUV AWD,39999,6356,"Milwaukee, WI",$5986 below market
a1118,2019 Lexus RX Hybrid 450h AWD,42066,38079,"Milwaukee, WI",$2306 below market
a1119,2022 Lexus RX Hybrid 450h AWD,56448,1642,"Milwaukee, WI",$2638 below market
a1120,2012 Chevrolet Impala LT Fleet FWD,6495,148288,"Fort Atkinson, WI",$1583 below market
a1121,2018 Chevrolet Equinox 1.5T Premier AWD,18350,98690,"Lomira, WI",$793 below market
